s_name,b_hours,county,address,rate,geo_loc,pic_url,gmaps_url,s_type,comm,area,create_time,update_time,spot_id
大溪老茶廠,"
星期三 09:30–17:00
星期四 09:30–17:00
星期五 09:30–17:00
星期六 09:30–17:00
星期日 09:30–17:00
星期一 09:30–17:00
星期二 09:30–17:00",桃園市,桃園市大溪區復興路二段732巷80號,4.2,POINT(121.32837 24.83066),https://lh3.googleusercontent.com/p/AF1QipNHu3ZDRQSA3_8O1JDcZcUCjQNAj6OvTcfN-GqL=w425-h240-k-no,https://www.google.com/maps/place/?q=place_id:ChIJNRoI4B4XaDQRl0iNJO8_NOc,室內,4243.0,大溪區,2025-05-07 03:50:30,2025-05-07 03:50:30,6c481ca4-c58c-5d1d-9ea6-d73b5cbc34d6
馬祖新村眷村文創園區,"
星期三 09:00–18:00
星期四 09:00–18:00
星期五 09:00–18:00
星期六 09:00–18:00
星期日 09:00–18:00
星期一 休息
星期二 09:00–18:00",桃園市,桃園市中壢區龍吉二街155號,4.2,POINT(121.23779 24.93559),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr1eG2DOKnYzmNiSkBFFF7gPTwZikW5PS1HeWUEQUIcXHsrt0ynAfZiuDGPMnAOQtWxIvgE9U58Zi9gekiVOnnq5roDt3j1ot0TrEFY3ezCdm5DEJxlEVPAjeoXDuv-uYCudTjC=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJBXB4Zl4iaDQRAd3u_l2VuI0,戶外,8296.0,中壢區,2025-05-07 03:50:30,2025-05-07 03:50:30,07be08c8-f649-5ea7-9a9a-b3b8eb6d3f04
中壢區觀光夜市,"
星期三 17:00–00:00
星期四 17:00–00:00
星期五 17:00–00:00
星期六 17:00–00:00
星期日 17:00–00:00
星期一 17:00–00:00
星期二 17:00–00:00",桃園市,桃園市中壢區新明路,4.2,POINT(121.21516 24.95999),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqiR61JXP9DkZFzKCbeLBmOqvX4RmeF2zgo8kiwiy3HR-BqUHbqGXoUZCIwDYZnefBf6A3euN3AM5sa19eIqxmdFtOtpTqHuXne1a5kd2n8-tSqqJd2j_aNT6FgCuvqfUq7tm-vfw=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJTVRKncojaDQR3W-T_3sKgx4,戶外,44524.0,中壢區,2025-05-07 03:50:30,2025-05-07 03:50:30,b7ca6c55-5957-586b-a77c-29131fc3a603
中平商圈徒步區,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",桃園市,桃園市中壢區中平路66號,3.9,POINT(121.22585 24.95423),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nopoFLd4RFThCBnCpDzL4r1MKytxbLDziayvIOJl2CSN3aCUKQRG57qEDYwdrSArG4GiSIQgOMBzkVLNwgc-38ZRXt7vcdjagdQ3hpZzWhyDScGL-6SGsDq-Qpn82VzFD1nh5kD=w426-h240-k-no,https://www.google.com/maps/place/?q=place_id:ChIJE4BpPEoiaDQRtgb3dT8nkdo,戶外,1681.0,中壢區,2025-05-07 03:50:30,2025-05-07 03:50:30,052aa3a7-57c3-53c7-a5c1-5835ebd8fa89
羊世界牧場,"
星期三 09:00–17:00
星期四 09:00–17:00
星期五 09:00–17:00
星期六 09:00–17:00
星期日 09:00–17:00
星期一 09:00–17:00
星期二 09:00–17:00",桃園市,桃園市中壢區三芝路169號,3.9,POINT(121.21031 24.98200),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr946dtkV8OSyYrIPI9H5NKdd1aYv5T7vLdgvIDR3BDibMpmGYJBQMEErGlciXQpaAPaUyn34ZPIgFZaJMdJxp3FLiCbIb7VcKN1NF9U6xUjEsAVnnkjrWcD3X4ng0Pbx8Vs9Z0=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ7QdPAtYjaDQRKChY_Zwm-U4,戶外,2608.0,中壢區,2025-05-07 03:50:30,2025-05-07 03:50:30,b28383b6-825d-58ae-a0a4-58ec00347de3
桃園觀光夜市,"
星期三 17:00–01:00
星期四 17:00–01:00
星期五 17:00–01:00
星期六 17:00–01:00
星期日 17:00–01:00
星期一 17:00–01:00
星期二 17:00–01:00",桃園市,桃園市桃園區中正路與號北埔路交叉口,4.0,POINT(121.30600 25.00270),https://lh3.googleusercontent.com/gps-cs-s/AC9h4npYcWsRWoJ9k4RYtYQmaX-BbfKSRygHiSlILnUu0pH0LfOTBcV_JEHr85jl03VjaY9UTwZaDl29LFRzneJACoVRUEmup_KIRQ3CmkFmPkJZKXX4Trz_MCG78UZISqqUXvRcoNNy=w408-h304-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ4crHk6ofaDQRE3cC4KSFkuo,戶外,19748.0,桃園區,2025-05-07 03:50:30,2025-05-07 03:50:30,eb7d385e-2fd1-5f72-857e-1e9588da01a0
虎頭山環保公園,"
星期三 06:00–00:00
星期四 06:00–00:00
星期五 06:00–00:00
星期六 06:00–00:00
星期日 06:00–00:00
星期一 06:00–00:00
星期二 06:00–00:00",桃園市,桃園市桃園區成功路三段,4.5,POINT(121.32839 25.01204),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr_syziC9-RU7Vvl3zppVUThio_LiJLAHiKJAT-WquG1DvD7s4q91gx00mdgDe1MZcsaaiCZBfCVVWXTlhASmrV8eJbsSNBQdkreNj2Tf-t-4hwqYdEPJ6op1UGYzrP5kZVMr_JSA=w408-h305-k-no,https://www.google.com/maps/place/?q=place_id:ChIJC6k1zUMeaDQRmZrIiz-6fLo,戶外,10130.0,桃園區,2025-05-07 03:50:30,2025-05-07 03:50:30,5b2a467e-5358-5e8b-a79f-ef75b03c3dd7
義興吊橋,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",桃園市,桃園市復興區,4.4,POINT(121.36692 24.79015),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrQCo9wdA79w1X0b-rVzVdfbfGGNkqO1WaJtVQ745rpFbcRd2jmRB-nWrzqnNppaavW546gxVgXBZ9ARtFlUnkbB9crwYyCuxaTEcmiqdTMCqIbfSabqzVkoeFFfOiMZbt_gEE=w408-h544-k-no,https://www.google.com/maps/place/?q=place_id:ChIJI7Ag6kURaDQRvBhlsYn7b2Y,戶外,830.0,復興區,2025-05-07 03:50:30,2025-05-07 03:50:30,52555c92-e84d-5487-b705-020cf57a8354
富岡老街,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",桃園市,桃園市楊梅區中正路信義路,3.8,POINT(121.08304 24.93508),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq5pqABsSFBTn7A7l_XPDZ2_Sm5kVgt5_mMPj6CiknagKr0d3-5uJbDWbZTRESwr80iv2yT4mNcigcUiYEvy1kna9I2bp8vR7Im91D9-Ig1HN_Qb18Km8vLl-IrCdDJXZBltdjD=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJjYS92vcvaDQR1eYf76WgK7A,戶外,1743.0,楊梅區,2025-05-07 03:50:30,2025-05-07 03:50:30,bae8ca8d-8fa2-56e7-81de-56c28cb5a5c2
秀才登山步道,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",桃園市,桃園市楊梅區,4.3,POINT(121.14499 24.88192),https://lh3.googleusercontent.com/gps-cs-s/AC9h4npdGVjPZRbPXXr08vFdnRoj2Tv4m3uSzQNOnsOi90UcJWF6cBmb9K-1xYS9quqUuBrYqF4-SirpJ-gCvv8eoY3KgoqdamRXxKmIGT82XUF7PXHyOAENHRbTivr_LHy-fX5_GtE=w426-h240-k-no,https://www.google.com/maps/place/?q=place_id:ChIJZYDbLxc7aDQRYMozi5olaqA,戶外,1597.0,楊梅區,2025-05-07 03:50:30,2025-05-07 03:50:30,6445fe34-f96d-5cf8-a6f8-f38ab76647c6
大平紅橋,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",桃園市,桃園市龍潭區石門路53號,4.1,POINT(121.24555 24.83126),https://lh3.googleusercontent.com/gps-cs-s/AC9h4npkr56poIMkERRneoPrwyCBAvv_SRWqLEa4hG0nvjIWdjq5zSoqdpAaurqJW74y9Fx8JyLFCYazZt3xd4u4ZMigutH68pjX7LL6kPYrfz-CadXEk4kX_Raq-SWoi0xslGJu6_Ou=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJYYyRrpY9aDQR6aAGNbJuHeg,戶外,3318.0,龍潭區,2025-05-07 03:50:30,2025-05-07 03:50:30,47614988-80fc-5fac-8766-709bd4d36f1a
龜山眷村故事館,"
星期三 09:00–17:00
星期四 09:00–17:00
星期五 09:00–17:00
星期六 09:00–17:00
星期日 09:00–17:00
星期一 休息
星期二 09:00–17:00",桃園市,桃園市龜山區光峰路43號,4.1,POINT(121.34048 24.99844),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrDyGFwUAdx9qT1_oS3CtxHYk8UTD1Tx53wnOVkW5PEuS-inkSlEF44lXvV7ltB2JnfnNdBblX_IIcG7Tf3nhikVlTjkO-Guwh9F60AKFJkYsGUp3Hbd6fNJLuBeSZg9MX5uDdu7A=w426-h240-k-no,https://www.google.com/maps/place/?q=place_id:ChIJAQAAABAfaDQRjz8zTeSHzxE,室內,795.0,龜山區,2025-05-07 03:50:30,2025-05-07 03:50:30,ced535c9-566a-5e00-b453-2b6cc5e6efe1
竹圃茶園小木屋休閒農場,"
星期三 10:00–15:00
星期四 10:00–15:00
星期五 10:00–15:00
星期六 10:00–15:00
星期日 10:00–15:00
星期一 10:00–15:00
星期二 10:00–15:00",桃園市,桃園市蘆竹區1之6號,4.4,POINT(121.34469 25.08166),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrOfeqxqsmTeKy26FE_G5U0EhcAZMV8sZDuzh06iPcN277cRNqz7ELrG8FZ_DuKgpqDI-bV2MwCoOahohe74ng2WOKxeS2FWZ-p3cJV8-KGhjzc5JYKWaRsZ4nEesNle4xhXM-o=w408-h544-k-no,https://www.google.com/maps/place/?q=place_id:ChIJfVNrMymhQjQRRYSNQIZzps0,戶外,332.0,蘆竹區,2025-05-07 03:50:30,2025-05-07 03:50:30,9a76d5eb-4dc1-5f03-8e61-32c8e89b1ad2
戀戀空港灣休閒農場,,桃園市,桃園市蘆竹區小古山路183之一號,4.7,POINT(121.28543 25.10810),https://lh3.googleusercontent.com/p/AF1QipOnT6QPGYAlbF6764P6tZOX5jAQqQOHQ9YZWgUW=w426-h240-k-no,https://www.google.com/maps/place/?q=place_id:ChIJUdl4abGhQjQRE3gii6xrQ7U,戶外,6.0,蘆竹區,2025-05-07 03:50:30,2025-05-07 03:50:30,231a2fa1-d58b-57ec-ac47-8b8e79cfd01f
泉園休閒農場,,桃園市,桃園市蘆竹區小古山路183號,5.0,POINT(121.28474 25.10856),https://lh3.googleusercontent.com/p/AF1QipMNUdmW0bfNpoxov3YpdDTAOWCOwc9NO-vx9_YO=w426-h240-k-no,https://www.google.com/maps/place/?q=place_id:ChIJj2ur8TWhQjQRsLIJK47FBqs,戶外,1.0,蘆竹區,2025-05-07 03:50:30,2025-05-07 03:50:30,a05566c8-4585-5aef-ace6-4d915b1f2be5
耀輝休閒牧場,"
星期三 休息
星期四 休息
星期五 休息
星期六 08:00–18:00
星期日 08:00–18:00
星期一 休息
星期二 休息",桃園市,桃園市楊梅區楊湖路一段654巷81弄88號,4.2,POINT(121.12282 24.91729),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqidj7W8Six7__lCfUk8CYRf56-Fw3L5Q11QmYbJgAxFSNqkUb3n-B59NQR9aVuA6oGeDCuwgF8iS6OqwjTrozanzgD7CPpSCLDoo99l-xTqOaSBGTSVDsVrlsqUS8LaxHj6Ag=w408-h544-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ-V6X0ColaDQRipuHJi2h16k,戶外,463.0,楊梅區,2025-05-07 03:50:30,2025-05-07 03:50:30,4c77e6c8-33a1-58de-b245-7c089c6bceba
壹號館-大溪木藝生態博物館,,桃園市,桃園市大溪區中正路68號,4.3,POINT(121.28543 24.88332),https://lh3.googleusercontent.com/p/AF1QipMrqtaQuAmiF5d9gj12BQUH1culXi8AchxIfdXM=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJYzcTXx8YaDQRmoxhDCnC3Aw,室內,631.0,大溪區,2025-05-07 03:50:30,2025-05-07 03:50:30,ef8637ed-00fc-56a5-835d-ab3269a81db7
樂天桃園棒球場,"
星期三 09:00–18:00
星期四 09:00–18:00
星期五 09:00–18:00
星期六 09:00–17:00
星期日 休息
星期一 09:00–18:00
星期二 09:00–18:00",桃園市,桃園市中壢區領航北路一段1號,4.5,POINT(121.20048 25.00089),https://lh3.googleusercontent.com/p/AF1QipOVbVjZW9YKuvWD7YL1q_MHwu6VrZNroWe1jZSc=w426-h240-k-no,https://www.google.com/maps/place/?q=place_id:ChIJOWWiJGwhaDQRfqPZO6lLZtE,戶外,9521.0,中壢區,2025-05-07 03:50:30,2025-05-07 03:50:30,1b68ba4c-086a-5c74-9d60-153e094322e0
中平路故事館,"
星期三 10:00–17:00
星期四 10:00–17:00
星期五 10:00–17:00
星期六 10:00–17:00
星期日 10:00–17:00
星期一 休息
星期二 10:00–17:00",桃園市,桃園市中壢區復興路99號,4.3,POINT(121.22444 24.95536),https://lh3.googleusercontent.com/p/AF1QipMf8xvbXKFG0RUSDwdluFRQX--0imJEbw1lTyFs=w408-h272-k-no,https://www.google.com/maps/place/?q=place_id:ChIJPSfru0kiaDQRzFHjQj4pq7Q,室內,1718.0,中壢區,2025-05-07 03:50:30,2025-05-07 03:50:30,27022c83-e15e-5c5b-8fb6-4b578497c770
楓樹腳公園,,桃園市,桃園市八德區金鎰街14巷楓樹腳公園,,POINT(121.29572 24.93474),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrlVLj0W4IQy9ymrGitx3sNjUMqXrQTbpm79UbUtb2zWDIfTHepHNhuWy0PZvaTLK7kFR4cwJtDJQp1uX8wXi4zLYlyUDOat_JhukdzZkU9DqDk8MpBShOxWT-PvPhjSRPoG_w=w408-h544-k-no,https://www.google.com/maps/place/?q=place_id:ChIJezcYSO8YaDQRjNLpub4HSEQ,戶外,,八德區,2025-05-07 03:50:30,2025-05-07 03:50:30,046617ec-f972-53b9-ade0-f32d2b581a6e
大園公園,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",桃園市,桃園市大園區大觀路118號,4.2,POINT(121.19392 25.06587),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqFaDI0mkWKI4Qr_5fYhcmk58bnJclFPI89lLlONdJDG209WERadeMogtRz5e004-IaEKjMo6Fm_gKgvPfQi1UdxP8gFi6XmzozwRHpioWW3vCSr7byPTLdWtIlRbTvs8h8TzXS=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ2y7NV58gaDQR0q4KNzcimvs,戶外,697.0,大園區,2025-05-07 03:50:30,2025-05-07 03:50:30,0620a5e4-9f73-5da3-b721-dd157067c55e
大溪埔頂公園,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",桃園市,桃園市大溪區公園路埔仁路交叉口,4.4,POINT(121.28269 24.90945),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nomB40pEEhvvVY7bT3rLz94htSdtIU8ntYqt8HMj-V7tL9mvZfCekZIQGbGFbtby37SnTr5KW3uLBasrAqZSz1IlYdwSs4tS4lvYGQLH4o0b99RZBylaQPVcjz5Xz9pcs9OGqu3=w408-h544-k-no,https://www.google.com/maps/place/?q=place_id:ChIJT_aqYmkYaDQR427DjxHNCcU,戶外,6308.0,大溪區,2025-05-07 03:50:30,2025-05-07 03:50:30,de328801-e5a0-5278-94b4-554d8f0a3bd5
三坑自然生態公園,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",桃園市,桃園市龍潭區,4.3,POINT(121.25738 24.83895),https://lh3.googleusercontent.com/gps-cs-s/AC9h4npcHMTSHONoTLKRJj_ICgXS2cQMHxKZm-RxJmzoVgsUf5RxY8N59F_n4-tn3yDxdq1ywyQM3mQxuJq-JCGEhLkecnMJMYeecZoIe2qvlctIF2lqCCNOeWcYbUJS-d4FqkLKZsLIkA=w426-h240-k-no,https://www.google.com/maps/place/?q=place_id:ChIJmzhLXIE9aDQRrumrssL4PmU,戶外,6886.0,龍潭區,2025-05-07 03:50:30,2025-05-07 03:50:30,cf0202e6-6b21-5d54-8ce8-5c5778d561a2
大溪橋,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",桃園市,桃園市大溪區瑞安路一段273號,4.4,POINT(121.28346 24.88484),https://lh3.googleusercontent.com/gps-cs-s/AC9h4npRw6CfOYo0hQ8LM910DdZy6BX2QNwAeutmad0g0CkENAh6ocVFZ6m-czJUfQv8FntNRCrTPxWS_xDWAFifOiYRZer3qH6_U8hWBEuJu9X9LT2TbC8ElVwLxL2yKX9iwPsPFtGl=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ7QuhMh8YaDQRC4idli6CBik,戶外,2698.0,大溪區,2025-05-07 03:50:30,2025-05-07 03:50:30,e96eacd0-c4ee-5238-8c8c-2b97c5dff5f0
國旗屋米干店,"
星期三 05:00–15:00
星期四 休息
星期五 05:00–15:00
星期六 05:00–19:00
星期日 05:00–19:00
星期一 05:00–15:00
星期二 05:00–15:00",桃園市,桃園市中壢區龍平路215號,4.2,POINT(121.25411 24.92908),https://lh3.googleusercontent.com/p/AF1QipPYOT-Lglvq-8m4S7PA0bjM7RcGx4Jsr6t1OrAG=w426-h240-k-no,https://www.google.com/maps/place/?q=place_id:ChIJa__4ILh_DhQR3_8A4gEJ_Bw,室內,5919.0,中壢區,2025-05-07 03:50:30,2025-05-07 03:50:30,c8d7023a-de16-5387-b301-8ede40fe7ee6
前慈湖步道,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",桃園市,桃園市大溪區復興路一段1097號,3.9,POINT(121.29479 24.84070),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nol982MH07MxVZux-J752de2iT0e79qAOrVe5vADsIB4ADZ28fMmJEll1VFi2cSqcUAiCNv9I12bsaNmtOZsWlu3N0tH2jhxn1eunqbVO_MtBTAt7uwJo5yMdKtcV6O7s6AMCnq=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJv1s1Nq4XaDQRL5JfRNCgYlc,戶外,51.0,大溪區,2025-05-07 03:50:30,2025-05-07 03:50:30,2c7a5259-3fb2-5f1f-9c57-dc4d4e77115e
新街國小日式宿舍,"
星期三 05:00–07:00 16:00–17:00
星期四 05:00–07:00 16:00–17:00
星期五 05:00–07:00 16:00–17:00
星期六 05:00–17:00
星期日 05:00–17:00
星期一 05:00–07:00 16:00–17:00
星期二 05:00–07:00 16:00–17:00",桃園市,桃園市中壢區延平路176號,3.8,POINT(121.22816 24.96424),https://lh3.googleusercontent.com/gps-cs-s/AC9h4noJTf_5OyPlJPiukDhsKQAhXZkeSvrwAArrF7KjEW9LKnmudkoL2j4nlUR2kikq3eoJqqJkBpAb9ylqf47a1avzigociS_4eCxBHaaJr-eyDiQaCm6zA4c6uUTNRqxhp7-2VatNAg=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJtXj7CzoiaDQRe0k6S_1wC0M,戶外,81.0,中壢區,2025-05-07 03:50:30,2025-05-07 03:50:30,de66a400-cf7e-5c5d-95ad-e1ad363c014a
三龜戲水觀景平台,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",桃園市,桃園市復興區巴陵道路59號,4.4,POINT(121.39279 24.68327),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrVaP8sUqZK0o_kRp4GERP0cWFYn9T_fJ3TYmqx0QZT8QKdDt2_3TlJpuvwWKQD1qJ7Bg8dDBP4Hev6OfCl5pszfiKv2eKuzF5E4tqRY1A5BvqEF7WKdXIHlRudH24ZixOycsrgo0uurrKG=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJWf9mR9NsaDQRYsrQ6VBWnis,戶外,388.0,復興區,2025-05-07 03:50:30,2025-05-07 03:50:30,411abf5f-8122-5597-8436-e32b9845ad08
大慶洞,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",桃園市,桃園市大溪區號大溪橋步道35號,4.2,POINT(121.28521 24.88623),https://lh3.googleusercontent.com/p/AF1QipNrQtjTZxWa5OA6g1hRvdNVfmpEeTV4jC-n81XZ=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJMS8OnBgYaDQRquIQs4lvwzQ,戶外,87.0,大溪區,2025-05-07 03:50:30,2025-05-07 03:50:30,18bfb5ab-ec7d-5bb4-bc10-9fd90125d986
華泰名品城,"
星期三 11:00–21:00
星期四 11:00–21:00
星期五 11:00–22:00
星期六 11:00–22:00
星期日 11:00–22:00
星期一 11:00–21:00
星期二 11:00–21:00",桃園市,桃園市中壢區春德路189號,4.2,POINT(121.21323 25.01420),https://lh3.googleusercontent.com/p/AF1QipObFrhSaCaILEOt6JZud_zIzCc5_LQgzbENRR5w=w408-h271-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ07yvOQYhaDQRaPvMMce7GJc,戶外,45680.0,中壢區,2025-05-07 03:50:30,2025-05-07 03:50:30,33d1ef15-4ca0-5b00-b267-4d473cf35d31
桃園市立圖書館 大湳分館,"
星期三 08:30–21:00
星期四 08:30–21:00
星期五 08:30–21:00
星期六 08:30–21:00
星期日 08:30–17:00
星期一 08:30–17:00
星期二 08:30–21:00",桃園市,桃園市八德區重慶街53巷2號,4.5,POINT(121.30182 24.95693),https://lh3.googleusercontent.com/p/AF1QipOAROkeG9af3A-bbZGoTh86Zf-WWPzoylu4Zfg_=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJcwgbEn5_DhQR5ipAYjYFOEA,室內,222.0,八德區,2025-05-07 03:50:30,2025-05-07 03:50:30,f147c267-6f85-52d5-91fd-b5d1a3f6c7bd
養樂多(中壢工廠),"
星期三 08:00–17:00
星期四 08:00–17:00
星期五 08:00–17:00
星期六 休息
星期日 休息
星期一 08:00–17:00
星期二 08:00–17:00",桃園市,桃園市中壢區自強一路4號,4.4,POINT(121.24457 24.96892),https://lh3.googleusercontent.com/p/AF1QipOvv1a0cq9A177eGMlu4oFlS37GchkS3pRYyBlT=w408-h544-k-no,https://www.google.com/maps/place/?q=place_id:ChIJc6FvvB4iaDQRAO5TDTgW2CI,室內,216.0,中壢區,2025-05-07 03:50:30,2025-05-07 03:50:30,5081495c-5cc9-506c-854f-bc8ab0894ce0
歐萊德國際股份有限公司(綠建築總部),"
星期三 09:00–18:00
星期四 09:00–18:00
星期五 09:00–18:00
星期六 休息
星期日 休息
星期一 09:00–18:00
星期二 09:00–18:00",桃園市,桃園市龍潭區中豐路高平段18號,4.8,POINT(121.21097 24.84049),https://lh3.googleusercontent.com/p/AF1QipMsyeNSPDdWPf88H8zcsAQhi5CkbgOi68j77Cw=w408-h305-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ0xdvhU48aDQRQiYxODYb7tc,戶外,198.0,龍潭區,2025-05-07 03:50:30,2025-05-07 03:50:30,f9ddb2ab-ea70-534a-8f05-8878115a7cba
福源茶廠,"
星期三 08:30–17:00
星期四 08:30–17:00
星期五 08:30–17:00
星期六 08:30–17:00
星期日 08:30–17:00
星期一 08:30–17:00
星期二 08:30–17:00",桃園市,桃園市龍潭區竹龍路590巷56號,4.5,POINT(121.19349 24.86305),https://lh3.googleusercontent.com/p/AF1QipNILiEXqx9DfawILvqHLESHXPSJoqrW9n1HOyXn=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJVVVVlfE8aDQRn91zQee1uYk,室內,92.0,龍潭區,2025-05-07 03:50:30,2025-05-07 03:50:30,f975d07c-e0fc-598e-a60a-10bcdd7794c6
中台環境教育資源中心,"
星期三 09:00–12:00 13:30–17:00
星期四 09:00–12:00 13:30–17:00
星期五 09:00–12:00 13:30–17:00
星期六 休息
星期日 休息
星期一 09:00–12:00 13:30–17:00
星期二 09:00–12:00 13:30–17:00",桃園市,桃園市觀音區環科路328號,2.6,POINT(121.06262 25.03769),https://lh3.googleusercontent.com/p/AF1QipNqm1xJNAQnnK00zRLR4phr7kRWFlLYpe2R1NhL=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJc9pTOr4oaDQR_VQ0HO_6RSk,室內,8.0,觀音區,2025-05-07 03:50:30,2025-05-07 03:50:30,83e00527-dd02-5971-a2eb-adbb1c4360a0
CAFE!N 硬咖啡 桃園總廠門市 ( DICKIES 聯名咖啡觀光工廠 ),"
星期三 08:00–17:00
星期四 08:00–17:00
星期五 08:00–17:00
星期六 09:00–18:00
星期日 09:00–18:00
星期一 08:00–17:00
星期二 08:00–17:00",桃園市,桃園市平鎮區工業五路8號,4.4,POINT(121.19799 24.90229),https://lh3.googleusercontent.com/p/AF1QipOM0XfvWtuG8U9qx6695Ubyz1qiLDI946Q2Ldow=w427-h240-k-no,https://www.google.com/maps/place/?q=place_id:ChIJhZATXjQjaDQRED0CIY3tQCE,室內,1818.0,平鎮區,2025-05-07 03:50:30,2025-05-07 03:50:30,a92dab9c-97eb-55f7-9604-27e16a11ca27
青林農場,"
星期三 09:30–17:00
星期四 09:30–17:00
星期五 09:30–17:00
星期六 09:00–17:30
星期日 09:00–17:30
星期一 09:30–17:00
星期二 09:30–17:00",桃園市,桃園市觀音區大湖路二段131之1號,4.0,POINT(121.13331 24.99508),https://lh3.googleusercontent.com/p/AF1QipMUj9qhoOA-uf7FRfAUzFZnGPDrmaip8Y1DXnCp=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJfXd-J4ImaDQR3-njtsGa40s,戶外,1524.0,觀音區,2025-05-07 03:50:30,2025-05-07 03:50:30,dd9b7d8e-0717-5bc2-9c54-f8b7430d90a5
大艽芎古道,"
星期三 24 小時營業
星期四 24 小時營業
星期五 24 小時營業
星期六 24 小時營業
星期日 24 小時營業
星期一 24 小時營業
星期二 24 小時營業",桃園市,桃園市大溪區,4.2,POINT(121.28441 24.83070),https://lh3.googleusercontent.com/p/AF1QipNvWy5J2lsGDDxGv9dEN16Z5IUkPaRCvd12jPej=w426-h240-k-no,https://www.google.com/maps/place/?q=place_id:ChIJEy05ZMoXaDQRIOFlh0XwFmo,戶外,897.0,大溪區,2025-05-07 03:50:30,2025-05-07 03:50:30,1b1cb268-d6d7-54ee-9c72-76898a2dcb21
